activityId,title,organizationName,organizationUrl,logoUrl,datePosted,validThrough,employmentType,experienceRequirements,educationRequirements,streetAddress,addressLocality,addressRegion,postalCode,addressCountry,description,identifierPropertyId,identifierValue
"298907","[스노우] AI 서비스 콘텐츠 기획 체험형 인턴","스노우","https://snowcorp.com/","https://media-cdn.linkareer.com/activity_manager/logos/753278","2026-01-29T13:04:51.000Z","2026-02-08T14:59:59.999Z","INTERN","신입","학력무관","경기 성남시 분당구 불정로 6","성남시 분당구","경기","13561","KR","[스노우] AI 서비스 콘텐츠 기획 체험형 인턴 [지원자격] 모집직무: IT/인터넷 근무지: 경기 분당구 고용형태: 신입 채용정보 상세 내용 및 즉시지원은 링커리어에서 가능합니다","사업자등록번호","786-87-00371"
